"Date","Time","Content","Link","Media URL"
"2026-07-23","18:00","If anyone ever guarantees you profit — run.

'Fixed returns.' 'Zero risk.' 'Can't lose.' I believed a man who said those words. It cost me everything.

🔁 SHARE to save someone from the same trap.

#XAUUSD #gold #scamalert #forex","","https://raw.githubusercontent.com/buithithuytrinhfamily-sketch/rex-trading-blog/claude/facebook-channel-scheduling-29clrd/facebook/infographics/cards/card11_scam.png"
"2026-07-24","08:00","Your trade moves nicely in your favor. Now what?

Move your stop loss to your entry (break-even). Now the worst case is: you lose nothing.

A trade that can't lose is a beautiful thing. You stop trading scared and start letting the winner run. Protect first, profit second.","",""
"2026-07-24","12:30","Do your thinking BEFORE the money's on the line.

At night, calm: what setup, what stop, what target, how much risk? Then morning-you just follows the plan.

📌 SAVE this routine.

#XAUUSD #gold #tradingplan #discipline","","https://raw.githubusercontent.com/buithithuytrinhfamily-sketch/rex-trading-blog/claude/facebook-channel-scheduling-29clrd/facebook/infographics/cards/card12_plan.png"
"2026-07-24","18:00","""I win 70% of my trades!"" Cool. Are you profitable? Often the answer is no.

If your winners are tiny and your losers are huge, a 70% win rate still bleeds you dry.

Stop counting how OFTEN you're right. Start measuring how BIG you win versus how small you lose. That ratio is the whole game.","",""
"2026-07-25","08:00","Set your ""LOSS CEILING"" before you get emotional 🧯

While you're calm, decide: the MOST I'll lose this month.
Then break it down: month → week → day → per trade.

The market can't blow your account past a ceiling you set in advance. Only you can.

💬 What's your monthly loss ceiling in %? Drop it in the comments!

#XAUUSD #gold #discipline #riskmanagement #forex","","https://raw.githubusercontent.com/buithithuytrinhfamily-sketch/rex-trading-blog/claude/facebook-channel-scheduling-29clrd/facebook/infographics/rex_08_ceiling.png"
"2026-07-25","12:30","Nobody wants to hear it, but the fastest way to grow an account is slowly.

2% a week doesn't sound sexy. Compounded over a year, it's life-changing.

The traders chasing 100% a month are usually at 0% by year end — or below. Aim for steady. Let compounding do the flashy part quietly.","",""
"2026-07-25","18:00","'I win 70% of my trades!' Cool — are you profitable? Often, no.

Stop counting how OFTEN you're right. Measure how BIG you win vs how small you lose.

📌 SAVE this.

#XAUUSD #gold #riskreward #forex","","https://raw.githubusercontent.com/buithithuytrinhfamily-sketch/rex-trading-blog/claude/facebook-channel-scheduling-29clrd/facebook/infographics/cards/card13_winrate.png"
"2026-07-26","08:00","What's the hardest part of trading for YOU? 🤔

For most people it's not finding trades — it's sitting on their hands and NOT trading.

Tell me in the comments 👇 I read every one.","",""
"2026-07-26","12:30","Every trader has that one loss that taught them everything.

What did yours teach you? Drop it below 👇 Someone reading this needs to hear it before they learn it the hard way.","",""
"2026-07-26","18:00","The ""floor"" and the ""ceiling"" of price 🏠

• Resistance (ceiling) = where sellers keep stepping in → price struggles to rise
• Support (floor) = where buyers keep defending → price struggles to fall

Price bounces between them. Trade AT the level, not in no-man's-land.

📌 Save this as your compass every time you open a chart!

#XAUUSD #gold #supportresistance #priceaction #forex","","https://raw.githubusercontent.com/buithithuytrinhfamily-sketch/rex-trading-blog/claude/facebook-channel-scheduling-29clrd/facebook/infographics/rex_09_sr.png"
"2026-07-27","08:00","These 3 rules have kept this account alive longer than any signal ever could.

Want the full system written on one page — plus the daily routine and the 5 rookie mistakes?

📩 Grab it FREE (just your email) 👉 https://rextradingsignal.com/business-plan/

#XAUUSD #gold #forex","","https://raw.githubusercontent.com/buithithuytrinhfamily-sketch/rex-trading-blog/claude/facebook-channel-scheduling-29clrd/facebook/infographics/cards/card14_3rules.png"
"2026-07-27","12:30","Be honest: what's your max risk per trade? 🎯

1%? 2%? ""…I don't really set one""?

Comment your number 👇 No judgment — but if you don't have one, that's lesson number one.","",""
"2026-07-27","18:00","Scalper or swing trader? ⚡🐢

Quick trades all day, or a few positions held for days?

There's no wrong answer — but knowing which one YOU are changes everything about your rules. Comment your style 👇","",""
"2026-07-28","08:00","You don't need a 40-page course. You need one page you'll actually use.

Six fields, filled in tonight, and your trading finally runs like a business.

📩 Get the free one-page template (leave your email) 👉 https://rextradingsignal.com/business-plan/

#XAUUSD #gold #tradingplan","","https://raw.githubusercontent.com/buithithuytrinhfamily-sketch/rex-trading-blog/claude/facebook-channel-scheduling-29clrd/facebook/infographics/cards/card15_onepage.png"
"2026-07-28","12:30","Trade WITH the trend, don't argue with it 📈📉

• Uptrend = each high higher, each low higher
• Downtrend = highs and lows both getting lower

Go with the trend and the odds are on your side. Fight it and you're just donating money.

🔁 Share this with a friend who loves ""catching the bottom"" against the trend!

#XAUUSD #gold #trend #trendtrading #forex","","https://raw.githubusercontent.com/buithithuytrinhfamily-sketch/rex-trading-blog/claude/facebook-channel-scheduling-29clrd/facebook/infographics/rex_10_trend.png"
"2026-07-28","18:00","Every week I post my losing trades. On purpose.

Why? Because a page that only shows winners is showing you a fantasy — and fantasies are what empty accounts.

You get the whole notebook here: the reds, the stops that fired, the boring wins. That's the only honest way to earn your trust.","",""
"2026-07-29","08:00","Most new gold traders blow up the same 5 ways. You can skip that tuition.

📩 Get the free guide + one-page business plan (just your email) 👉 https://rextradingsignal.com/business-plan/

Cheaper than learning it the hard way.

#XAUUSD #gold #forex #goldtrading","","https://raw.githubusercontent.com/buithithuytrinhfamily-sketch/rex-trading-blog/claude/facebook-channel-scheduling-29clrd/facebook/infographics/cards/card16_5mistakes.png"
"2026-07-29","12:30","Don't trust this page. Seriously.

Don't trust me because I sound confident. Trust the proof, over time.

Watch how we handle losses. Watch if the stop losses are real. Judge slowly. A scammer needs you to believe fast — I'd rather you believe SLOWLY, and for good reasons.","",""
"2026-07-29","18:00","The signal isn't the valuable part. The rules are.

Anyone can hand you a ""buy here."" Almost nobody teaches you where to put your stop, how much to risk, and when to walk away.

A signal feeds you for a day. The rules feed you for a career. That's what we actually care about here.","",""
"2026-07-30","08:00","When a trend starts to CRACK… ⚠️

Price was rising nicely (higher highs & lows), then it closes BELOW the last higher low → Break of Structure (BOS).

It's an EARLY warning: control is shifting. Don't ignore it.

💬 Type ""BOS"" if you want a deeper post on this topic!

#XAUUSD #gold #marketstructure #priceaction #forex","","https://raw.githubusercontent.com/buithithuytrinhfamily-sketch/rex-trading-blog/claude/facebook-channel-scheduling-29clrd/facebook/infographics/rex_11_bos.png"
"2026-07-30","12:30","The market can't blow your account past a ceiling you set in advance. But you can — if you never set one.

Decide your max monthly loss while calm, then cascade it down.

📌 SAVE this.

#XAUUSD #gold #riskmanagement","","https://raw.githubusercontent.com/buithithuytrinhfamily-sketch/rex-trading-blog/claude/facebook-channel-scheduling-29clrd/facebook/infographics/cards/card17_ceiling.png"
"2026-07-30","18:00","New week. Reset. 🔁

Last week is closed — the wins and the losses. This week starts at zero.

Before the first candle: what's your risk ceiling for the week? Which setups will you take? Write it down now, while you're calm. Plan first, trade second.","",""
"2026-07-31","08:00","Want the 3 rules that have kept this account alive longer than any signal ever could?

Comment ""RULES"" below and I'll send you our 3 capital-protection rules — free, no catch.

Read them. If they make sense, you'll know if this is your kind of room.","",""
"2026-07-31","12:30","A gift from us, no strings: The Trader's Business Plan — one page, the daily routine, and the 5 mistakes that quietly bankrupt new gold traders.

📩 Download it free (just drop your email) 👉 https://rextradingsignal.com/business-plan/

#XAUUSD #gold #forex #freedownload","","https://raw.githubusercontent.com/buithithuytrinhfamily-sketch/rex-trading-blog/claude/facebook-channel-scheduling-29clrd/facebook/infographics/cards/card18_freeplan.png"
"2026-07-31","18:00","3 rules the REX channel will NEVER break 🔒

1️⃣ Every signal has a stop loss
2️⃣ I post my LOSING trades too
3️⃣ I never promise profit

Want real proof instead of empty promises?

👉 Join the Telegram channel to see live signals:
https://t.me/+CR21qcOU0QI4ZDg9

#XAUUSD #gold #goldsignals #transparency #forex","","https://raw.githubusercontent.com/buithithuytrinhfamily-sketch/rex-trading-blog/claude/facebook-channel-scheduling-29clrd/facebook/infographics/rex_12_rules.png"
